queue_length,blocking_probability,rec_full_probability,seed
0.6758847190894371,0.2881845202423942,0.006601987712036361,1000
0.9138139057361456,0.333978168921358,0.0033395814232389967,1001
0.5584095688242127,0.2603336372898607,0.007339260393139284,1002
0.48344123585558973,0.35149960872281927,0.0009222964410130316,1003
0.3219113940142861,0.2606890490984722,0.0,1004
0.36045851055102823,0.2867755167552907,0.0034808825779762175,1005
1.6486587411109423,0.26993747124870665,0.03666185744758264,1006
0.8293656631890627,0.3301268719715681,0.10612749885345851,1007
0.4673355210023724,0.30915878717113493,0.017405962371142777,1008
0.38486130893529297,0.2726887885141557,0.012343857767673171,1009
2.123069214830866,0.3091604148087143,0.0572405098092986,1010
0.8353291784878731,0.2747138374367395,0.026673202369392357,1011
0.33297686538566595,0.3678341440211832,0.08130822700398721,1012
0.4672926939103178,0.26418505123895236,0.009657684352755951,1013
0.370904289203716,0.2865798970129976,0.0,1014
0.38569479430432646,0.36747814837708254,0.01782017457142729,1015
0.33257095644052603,0.37696118266998974,0.0,1016
0.7982525048868702,0.3065253479114394,0.056827766711935734,1017
0.34287159708652326,0.3242542271270844,0.02465480560477613,1018
1.3611547705842306,0.3479599004398656,0.013336156618926906,1019
